PRISM Time Series Data
Location:  Lat: 30.3980   Lon: -94.2635   Elev: 18m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1895-01 - 2024-08
Dataset: AN91m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2025-Feb-18
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
1928-11,115.02,8.3,14.8,21.3,9.5,0.46,12.48
1928-12,103.15,4.2,11.2,18.3,6.1,0.33,10.56
1929-01,140.50,6.1,12.4,18.7,7.2,0.50,10.47
1929-02,123.30,3.9,9.5,15.2,4.2,0.72,8.01
1929-03,123.65,11.6,17.5,23.5,12.1,0.63,13.79
1929-04,107.94,16.4,21.9,27.5,16.9,0.56,16.60
1929-05,320.02,17.7,23.0,28.3,18.3,0.50,16.61
1929-06,70.79,20.7,26.7,32.8,20.8,0.85,24.78
1929-07,101.44,21.9,27.5,33.1,22.4,0.43,23.39
1929-08,44.57,21.4,28.1,34.9,21.5,0.70,30.38
1929-09,45.14,19.1,25.7,32.4,19.5,0.55,25.92
1929-10,76.59,14.0,21.0,28.1,15.1,0.35,20.38
1929-11,252.41,7.0,12.4,17.9,8.0,0.64,9.02
1929-12,92.22,4.9,10.9,17.0,6.0,0.49,9.06
1930-01,148.90,2.7,8.6,14.5,3.3,0.67,7.71
1930-02,97.35,9.4,15.3,21.2,10.3,0.49,11.70
1930-03,73.69,7.8,13.9,19.9,7.9,0.83,11.67
1930-04,22.25,14.1,21.3,28.4,14.4,0.68,21.37
1930-05,157.93,18.5,23.4,28.2,18.7,0.96,16.00
1930-06,22.67,19.3,26.3,33.4,19.6,0.60,28.58
1930-07,64.12,21.7,28.6,35.5,21.9,0.59,32.49
1930-08,90.40,21.4,28.4,35.4,21.5,0.88,32.11
1930-09,118.92,19.7,25.6,31.5,20.1,0.67,22.27
1930-10,145.36,13.2,19.5,25.8,14.7,0.34,15.85
1930-11,129.99,8.9,14.6,20.3,9.9,0.50,10.83
1930-12,122.75,3.7,9.3,14.8,5.0,0.55,7.46
1931-01,125.21,4.4,10.4,16.5,5.8,0.45,8.63
1931-02,143.80,7.4,13.6,19.8,8.7,0.40,11.00
1931-03,106.22,5.8,12.6,19.4,6.2,0.77,12.11
1931-04,64.04,10.9,17.4,23.9,11.4,0.84,15.25
1931-05,71.35,14.4,21.0,27.5,15.3,0.47,18.60
1931-06,28.95,20.0,26.7,33.4,20.3,0.71,27.71
1931-07,84.94,22.3,28.6,35.0,22.6,0.77,29.26
1931-08,81.04,20.3,26.9,33.5,21.2,0.35,26.47
1931-09,33.24,20.0,26.8,33.7,20.5,0.57,28.33
1931-10,64.10,16.0,22.9,29.7,17.4,0.20,21.53
1931-11,140.35,12.1,18.4,24.7,13.7,0.19,14.67
1931-12,282.83,8.1,13.2,18.3,10.0,0.28,8.10
1932-01,243.10,8.0,13.5,18.9,9.7,0.33,9.02
1932-02,147.20,11.5,17.2,22.9,12.5,0.42,12.43
1932-03,53.13,7.2,13.8,20.5,7.2,0.88,13.05
1932-04,67.80,13.4,20.1,26.9,14.1,0.62,18.43
1932-05,82.11,17.0,23.3,29.5,17.7,0.56,20.48
1932-06,77.33,21.2,27.3,33.4,21.5,1.08,25.61
1932-07,95.38,22.9,29.1,35.4,22.9,0.96,29.80
1932-08,105.34,22.4,28.4,34.5,22.6,0.80,27.15
1932-09,85.43,19.6,25.6,31.6,20.3,0.49,22.49
1932-10,78.59,11.7,19.3,27.0,12.7,0.45,20.27
1932-11,95.06,4.5,12.2,19.8,6.0,0.50,12.86
1932-12,258.86,5.5,10.3,15.2,6.5,0.55,6.91
1933-01,94.48,9.0,14.5,20.0,10.3,0.42,10.03
1933-02,144.23,6.5,12.2,17.9,7.1,0.64,9.57
1933-03,108.11,11.1,17.0,22.9,11.6,0.64,13.24
1933-04,82.55,13.6,20.3,27.0,14.0,0.69,18.75
1933-05,107.77,20.3,25.8,31.4,20.2,1.06,21.83
1933-06,40.31,19.2,26.3,33.3,19.5,0.73,28.40
1933-07,346.71,22.7,27.9,33.2,23.1,0.57,22.18
1933-08,99.76,22.3,28.1,33.9,22.6,0.75,25.43
1933-09,53.03,21.8,27.7,33.5,22.1,0.65,25.22
1933-10,31.77,15.4,22.0,28.7,16.2,0.49,20.32
1933-11,23.80,9.9,16.8,23.6,11.0,0.49,15.13
1933-12,163.63,10.8,16.9,23.0,12.2,0.36,13.09
1934-01,215.43,7.1,12.6,18.0,8.7,0.45,8.65
1934-02,124.42,5.7,12.3,18.8,6.4,0.64,11.10
1934-03,198.05,8.2,15.3,22.4,8.3,0.83,14.90
1934-04,108.56,14.9,20.9,26.9,15.2,0.77,17.49
1934-05,70.98,16.9,23.3,29.8,17.4,0.60,21.32
1934-06,36.68,21.3,28.2,35.1,21.4,0.99,31.47
1934-07,99.80,22.1,28.4,34.7,22.2,0.74,28.50
1934-08,74.20,22.5,28.5,34.6,22.5,0.93,27.64
1934-09,131.16,18.7,24.9,31.2,19.3,0.54,22.74
1934-10,30.05,15.4,22.5,29.6,16.4,0.45,22.11
1934-11,250.41,10.0,16.7,23.4,11.9,0.31,14.22
1934-12,115.16,5.8,12.1,18.4,7.4,0.36,9.81
1935-01,82.21,6.8,13.3,19.8,8.1,0.49,11.25
1935-02,92.11,6.2,12.9,19.6,7.1,0.56,11.67
1935-03,119.06,13.5,19.4,25.2,13.8,0.83,15.41
1935-04,125.35,15.1,20.6,26.2,15.3,0.81,15.86
1935-05,225.02,17.8,23.2,28.6,18.3,0.68,17.35
1935-06,129.35,21.5,26.7,31.9,21.6,0.93,21.03
1935-07,113.07,22.3,28.0,33.6,22.6,0.69,24.30
1935-08,87.43,22.4,28.3,34.3,22.3,1.06,27.12
1935-09,115.03,19.5,24.8,30.0,19.9,0.78,18.85
1935-10,58.95,15.6,22.3,28.9,16.2,0.62,20.82
1935-11,120.06,9.0,14.9,20.9,9.9,0.59,11.48
1935-12,202.04,4.3,9.9,15.4,5.8,0.41,7.51
1936-01,46.75,3.4,9.8,16.1,4.2,0.66,9.17
1936-02,81.86,4.0,9.9,15.8,4.0,0.83,8.85
1936-03,33.10,11.5,18.0,24.5,11.5,0.90,16.18
1936-04,68.35,11.5,18.6,25.8,11.7,0.76,18.55
1936-05,196.34,18.0,23.3,28.6,18.5,0.62,16.97
1936-06,8.13,21.1,27.8,34.6,20.9,1.06,30.39
1936-07,189.84,21.9,27.5,33.1,22.6,0.41,22.86
1936-08,82.87,22.2,28.4,34.5,22.2,1.08,27.96
1936-09,58.62,21.1,26.7,32.3,21.7,0.62,22.38
1936-10,74.81,12.4,19.4,26.4,13.4,0.52,18.01
1936-11,101.08,6.2,13.2,20.2,7.5,0.45,12.23
1936-12,142.38,6.2,12.1,18.1,7.7,0.42,9.39
1937-01,162.92,8.8,13.5,18.2,9.5,0.58,8.07
1937-02,43.54,7.4,13.2,19.1,7.5,0.87,10.91
1937-03,125.07,7.9,13.8,19.8,8.0,0.86,11.28
1937-04,45.29,12.7,19.5,26.3,12.8,0.73,18.58
1937-05,27.02,16.4,23.8,31.2,17.5,0.29,25.23
1937-06,125.64,21.3,27.5,33.7,21.4,0.88,26.80
1937-07,77.99,22.1,28.4,34.7,22.3,0.66,28.43
1937-08,92.64,22.3,28.5,34.7,22.3,0.83,28.63
1937-09,113.38,18.9,25.4,31.8,19.4,0.51,24.41
1937-10,168.28,13.6,20.3,27.0,14.4,0.49,18.61
1937-11,80.36,6.7,13.1,19.6,7.9,0.42,11.30
1937-12,114.52,7.6,11.8,16.1,8.1,0.69,6.91
1938-01,135.02,6.7,11.9,17.1,8.1,0.40,7.99
1938-02,79.05,9.8,15.4,21.0,10.6,0.51,11.20
1938-03,80.44,13.6,19.7,25.8,14.2,0.52,16.16
1938-04,131.48,13.4,19.2,25.0,14.1,0.41,14.79
1938-05,108.61,17.7,23.6,29.5,18.2,0.49,19.85
1938-06,108.50,20.8,26.8,32.8,21.2,0.57,24.27
1938-07,163.50,22.0,27.7,33.4,22.5,0.49,23.89
1938-08,88.21,22.0,27.8,33.6,22.2,0.61,25.02
1938-09,67.46,18.2,24.9,31.6,18.8,0.47,24.17
1938-10,47.04,13.9,21.7,29.4,14.8,0.41,23.69
1938-11,147.60,7.0,14.1,21.2,8.3,0.48,13.55
1938-12,94.55,5.4,11.6,17.9,7.0,0.42,9.63
1939-01,190.80,6.7,12.5,18.2,8.4,0.36,9.15
1939-02,132.83,6.6,13.0,19.3,7.3,0.57,11.30
1939-03,43.09,10.5,16.9,23.3,10.7,0.80,14.78
1939-04,50.28,12.7,19.3,25.8,12.9,0.82,17.69
1939-05,94.40,16.7,23.4,30.1,17.7,0.32,21.90
1939-06,75.90,21.6,27.3,33.0,21.7,0.96,24.29
1939-07,123.45,22.1,28.5,35.0,22.4,0.70,29.22
1939-08,78.38,21.5,28.0,34.6,21.7,0.79,29.09
1939-09,31.66,19.3,26.7,34.1,19.8,0.41,31.12
1939-10,56.94,13.7,21.0,28.3,14.6,0.42,21.43
1939-11,84.30,6.7,13.2,19.7,8.0,0.41,11.43
1939-12,141.74,6.0,12.8,19.5,7.9,0.31,11.14
1940-01,46.95,-2.0,4.4,10.8,-1.6,0.76,6.81
1940-02,119.55,4.6,10.8,17.0,5.4,0.57,9.46
1940-03,47.45,8.9,16.1,23.3,9.1,0.79,16.30
1940-04,164.17,12.9,19.0,25.0,13.4,0.69,15.63
1940-05,76.01,16.0,22.4,28.9,16.5,0.71,20.53
1940-06,183.28,20.2,25.8,31.5,20.6,0.72,21.64
1940-07,111.01,21.8,27.2,32.6,22.4,0.44,21.87
1940-08,202.33,20.9,26.6,32.2,21.8,0.33,21.73
1940-09,51.28,16.9,23.7,30.4,17.6,0.45,23.17
1940-10,100.93,12.6,20.2,27.7,13.8,0.25,20.84
1940-11,354.45,9.5,14.9,20.3,10.5,0.60,10.40
1940-12,240.57,8.4,13.7,19.0,9.8,0.40,9.12
1941-01,71.42,6.6,12.3,18.1,7.9,0.42,9.33
1941-02,89.31,5.0,10.4,15.9,5.8,0.67,7.95
1941-03,118.52,7.2,12.9,18.6,7.3,0.78,10.42
1941-04,106.18,14.7,20.3,26.0,15.2,0.71,15.65
1941-05,240.90,17.8,23.5,29.2,18.7,0.37,18.46
1941-06,192.05,21.5,26.7,31.9,21.8,0.87,20.71
1941-07,191.54,22.3,27.8,33.4,22.9,0.37,23.12
1941-08,57.01,21.9,28.2,34.6,22.2,0.77,28.22
1941-09,181.10,20.9,26.1,31.3,21.4,0.61,19.43
1941-10,265.06,18.3,23.5,28.8,19.9,0.10,16.16
1941-11,69.65,6.3,13.3,20.3,7.8,0.34,12.32
1941-12,77.25,6.7,12.3,17.8,8.1,0.41,8.96
1942-01,52.82,2.2,8.8,15.5,3.2,0.53,9.35
1942-02,82.77,4.8,10.5,16.2,5.3,0.66,8.79
1942-03,84.52,7.8,14.7,21.6,8.0,0.75,14.31
1942-04,197.80,13.5,19.1,24.8,14.5,0.44,14.01
1942-05,95.05,16.9,23.0,29.0,17.7,0.29,19.24
1942-06,169.32,21.1,26.8,32.4,21.4,0.53,22.97
1942-07,183.67,21.5,27.1,32.7,22.4,0.06,22.54
1942-08,171.57,22.2,27.7,33.2,22.7,0.41,23.27
1942-09,101.93,18.5,24.4,30.3,19.1,0.53,20.41
1942-10,62.96,13.6,21.0,28.5,14.9,0.26,21.42
1942-11,60.73,9.8,16.9,24.0,11.4,0.27,15.58
1942-12,107.17,5.8,12.8,19.8,8.0,0.22,11.43
1943-01,109.36,4.6,10.9,17.1,5.5,0.52,10.02
1943-02,37.46,6.7,13.9,21.1,7.4,0.54,13.76
1943-03,108.11,8.2,14.7,21.1,8.3,0.74,13.33
1943-04,47.79,14.0,20.7,27.4,14.4,0.62,20.04
1943-05,111.60,18.9,24.9,30.9,19.2,0.42,22.36
1943-06,94.69,22.1,27.8,33.5,22.0,0.77,25.94
1943-07,254.92,22.3,28.2,34.1,22.7,0.23,26.33
1943-08,57.35,22.2,28.4,34.7,22.2,0.32,28.94
1943-09,129.27,18.4,24.2,30.0,19.1,0.17,20.29
1943-10,37.03,11.6,19.1,26.5,12.9,0.36,19.45
1943-11,110.68,5.7,13.2,20.7,7.4,0.24,13.71
1943-12,117.11,4.9,10.8,16.7,6.6,0.18,8.59
1944-01,194.00,4.3,10.4,16.5,6.1,0.16,8.63
1944-02,83.09,10.6,15.8,21.0,11.4,0.41,10.48
1944-03,129.06,9.7,16.3,22.8,10.5,0.53,14.13
1944-04,111.96,13.9,20.1,26.4,14.0,0.58,18.02
1944-05,315.95,17.0,23.0,29.0,18.1,0.11,18.81
1944-06,42.60,21.5,27.7,33.8,21.7,0.54,26.98
1944-07,45.51,21.7,28.8,35.9,22.0,0.00,33.31
1944-08,180.00,21.8,28.6,35.4,22.6,0.00,30.91
1944-09,112.47,19.1,25.9,32.6,19.9,0.03,25.91
1944-10,46.28,11.5,19.8,28.1,12.7,0.32,22.97
1944-11,179.47,9.3,16.0,22.6,11.1,0.24,13.69
1944-12,206.69,3.5,10.2,16.9,5.4,0.29,9.00
1945-01,116.26,4.1,10.4,16.7,5.7,0.32,9.07
1945-02,131.00,8.1,14.1,20.0,9.2,0.42,10.68
1945-03,84.98,13.5,19.7,25.9,14.1,0.53,16.94
1945-04,220.99,14.3,20.6,26.8,15.0,0.41,17.95
1945-05,119.49,16.1,22.6,29.1,16.7,0.32,20.44
1945-06,135.91,21.3,26.9,32.6,21.7,0.57,22.87
1945-07,152.42,22.1,27.8,33.5,22.8,0.36,24.02
1945-08,178.24,21.8,28.0,34.2,22.7,0.22,26.50
1945-09,54.60,19.6,26.2,32.9,20.3,0.18,26.21
1945-10,187.54,12.7,19.9,27.1,14.2,0.23,19.44
1945-11,63.27,10.6,17.9,25.3,12.2,0.32,17.25
1945-12,189.57,3.2,10.1,17.1,5.5,0.25,9.71
1946-01,205.30,4.9,10.4,15.8,6.5,0.32,7.95
1946-02,152.97,5.5,12.6,19.6,7.4,0.24,11.41
1946-03,109.87,9.5,17.1,24.7,10.8,0.33,17.30
1946-04,92.45,14.4,21.1,27.8,15.5,0.24,19.38
1946-05,262.61,17.7,23.5,29.3,18.8,0.24,18.35
1946-06,190.22,20.1,25.8,31.6,20.8,0.35,21.40
1946-07,150.55,22.0,27.8,33.5,22.6,0.20,23.99
1946-08,83.13,22.0,28.1,34.2,22.4,0.48,26.75
1946-09,94.16,19.8,25.4,31.0,20.9,0.18,19.98
1946-10,121.68,14.7,21.3,27.9,16.4,0.01,17.83
1946-11,292.11,11.0,16.7,22.3,12.4,0.28,11.54
1946-12,106.73,8.1,14.0,19.9,9.8,0.34,10.63
1947-01,198.57,5.7,10.5,15.4,6.5,0.40,7.25
1947-02,38.51,1.8,9.0,16.2,1.9,0.69,11.03
1947-03,133.08,6.0,12.9,19.7,6.4,0.59,12.42
1947-04,39.64,14.4,20.7,27.0,15.0,0.39,18.00
1947-05,193.77,17.3,23.4,29.5,18.2,0.34,19.55
1947-06,111.60,21.1,26.9,32.7,21.6,0.35,22.87
1947-07,56.26,20.9,27.7,34.4,21.4,0.17,29.13
1947-08,96.09,21.2,27.8,34.3,22.3,0.00,27.51
1947-09,32.17,18.9,26.1,33.3,19.6,0.34,28.91
1947-10,28.72,16.2,23.5,30.9,17.6,0.12,24.24
1947-11,198.45,7.6,13.9,20.3,9.3,0.28,11.48
1947-12,146.34,5.9,11.6,17.3,7.5,0.12,8.74
1948-01,117.19,0.9,7.1,13.2,2.1,0.40,7.49
1948-02,127.78,6.5,12.0,17.5,7.4,0.45,8.30
1948-03,48.20,9.9,16.1,22.4,10.4,0.78,14.06
1948-04,92.21,14.8,21.5,28.3,15.0,0.72,20.74
1948-05,93.20,17.9,24.7,31.6,18.3,0.64,24.85
1948-06,21.56,19.7,26.8,33.9,20.6,0.05,28.53
1948-07,91.73,21.6,28.5,35.3,22.5,0.01,29.78
1948-08,49.97,21.0,28.8,36.7,21.5,0.00,36.83
1948-09,57.13,17.6,24.7,31.8,18.4,0.08,26.07
1948-10,21.08,10.3,19.4,28.4,11.8,0.00,24.53
1948-11,215.51,8.1,15.0,22.0,10.2,0.30,13.21
1948-12,42.87,7.1,13.7,20.4,9.0,0.37,10.94
1949-01,175.49,5.7,11.3,16.9,7.6,0.16,7.07
1949-02,152.11,8.6,13.6,18.7,10.1,0.10,7.74
1949-03,195.28,9.5,15.9,22.4,10.7,0.38,12.48
1949-04,199.65,12.6,18.6,24.7,13.1,0.29,15.23
1949-05,68.89,19.0,25.2,31.3,19.1,0.48,23.01
1949-06,131.45,21.2,27.2,33.3,21.7,0.46,24.86
1949-07,190.50,22.3,28.0,33.8,23.0,0.00,23.97
1949-08,62.40,20.4,27.0,33.6,21.4,0.00,25.72
1949-09,58.14,19.3,25.8,32.2,20.1,0.32,23.63
1949-10,520.66,17.2,21.8,26.4,18.0,0.46,12.67
1949-11,14.80,6.9,14.9,23.0,8.5,0.23,16.05
1949-12,215.28,7.1,12.7,18.3,8.7,0.26,8.17
1950-01,106.74,11.9,16.9,21.8,13.5,0.35,7.53
1950-02,207.28,9.4,15.6,21.8,10.8,0.36,11.20
1950-03,91.43,8.2,15.2,22.2,8.2,0.78,15.54
1950-04,162.56,12.8,18.7,24.7,12.7,0.71,14.87
1950-05,133.76,18.9,24.8,30.6,19.6,0.31,20.46
1950-06,211.57,20.6,26.3,32.0,21.3,0.19,21.91
1950-07,114.63,22.2,27.7,33.2,22.1,0.66,23.84
1950-08,52.84,21.6,28.0,34.5,21.6,0.71,29.14
1950-09,84.89,19.2,25.4,31.7,19.8,0.42,23.03
1950-10,23.86,14.2,22.0,29.8,15.3,0.36,24.04
1950-11,69.10,7.2,14.7,22.1,7.2,0.81,15.52
1950-12,68.98,4.0,11.2,18.4,5.9,0.32,11.04
1951-01,168.89,4.8,11.7,18.6,5.9,0.51,11.38
1951-02,65.82,5.9,12.4,18.9,7.3,0.30,11.17
1951-03,120.53,9.7,16.4,23.1,9.8,0.51,15.40
1951-04,21.17,11.4,18.6,25.7,12.0,0.36,17.69
1951-05,44.79,15.8,23.3,30.7,17.0,0.05,24.68
1951-06,60.60,21.1,27.6,34.1,21.6,0.46,28.58
1951-07,75.79,21.8,29.0,36.1,22.4,0.00,33.12
1951-08,38.55,22.1,30.2,38.2,22.4,0.30,39.95
1951-09,252.43,19.7,26.1,32.5,20.6,0.39,24.37
1951-10,23.64,14.3,21.4,28.5,15.7,0.18,20.38
1951-11,53.76,7.3,13.7,20.2,8.1,0.58,12.18
1951-12,148.15,6.7,13.4,20.1,8.8,0.41,10.88
1952-01,62.45,10.9,16.5,22.1,11.3,0.67,11.92
1952-02,160.58,8.1,14.3,20.4,8.8,0.30,12.17
1952-03,65.71,7.3,14.9,22.5,7.5,0.51,16.16
1952-04,246.61,10.8,17.9,25.1,11.7,0.21,17.57
1952-05,190.76,15.3,22.4,29.4,16.7,0.13,21.80
1952-06,47.49,21.3,27.4,33.5,21.2,0.84,26.44
1952-07,212.01,21.9,27.7,33.6,22.5,0.28,24.58
1952-08,21.32,21.5,28.8,36.0,22.1,0.38,32.79
1952-09,16.72,16.8,25.1,33.4,17.3,0.75,31.48
1952-10,0.00,6.5,16.9,27.2,6.2,0.78,26.96
1952-11,182.83,7.6,14.4,21.1,8.3,0.55,14.28
1952-12,152.75,4.1,10.6,17.2,6.2,0.07,8.86
1953-01,55.84,5.4,12.7,20.1,7.0,0.34,12.58
1953-02,164.93,6.4,12.3,18.3,7.1,0.44,10.12
1953-03,57.61,13.4,19.6,25.7,13.5,0.56,16.62
1953-04,199.98,12.7,19.6,26.6,13.3,0.68,18.46
1953-05,256.62,18.9,24.6,30.2,19.3,0.57,20.53
1953-06,130.28,21.2,28.4,35.7,22.0,0.19,31.82
1953-07,124.28,21.4,27.6,33.8,22.5,0.00,25.08
1953-08,141.95,21.6,27.6,33.6,22.2,0.04,24.85
1953-09,24.42,17.2,25.3,33.3,18.2,0.00,30.02
1953-10,72.21,13.1,21.0,28.8,14.0,0.44,24.16
1953-11,90.69,6.8,13.5,20.3,7.6,0.54,12.60
1953-12,179.01,3.6,9.8,16.1,4.7,0.35,8.83
1954-01,70.34,6.0,12.2,18.4,7.9,0.28,9.28
1954-02,21.48,7.1,15.3,23.4,6.9,0.78,18.82
1954-03,41.19,8.3,15.3,22.2,7.3,0.90,16.55
1954-04,133.48,15.5,21.8,28.2,16.1,0.60,18.95
1954-05,177.45,15.0,21.6,28.2,15.8,0.61,19.17
1954-06,32.19,20.1,27.2,34.3,20.8,0.46,29.26
1954-07,127.49,22.0,29.0,36.0,22.2,0.45,33.37
1954-08,47.75,21.2,28.4,35.6,22.1,0.13,31.24
1954-09,35.76,18.2,26.6,34.9,19.0,0.41,33.81
1954-10,126.54,14.2,21.5,28.8,15.8,0.20,21.30
1954-11,67.89,5.6,13.8,21.9,7.0,0.23,15.80
1954-12,50.94,4.2,12.2,20.3,6.3,0.26,13.03
1955-01,139.91,4.2,10.5,16.7,6.2,0.21,8.44
1955-02,196.25,5.8,12.4,19.0,7.0,0.32,11.00
1955-03,9.84,11.4,18.1,24.7,11.0,0.99,17.10
1955-04,172.14,15.1,21.3,27.4,15.1,0.68,18.90
1955-05,98.15,18.4,24.7,30.9,18.8,1.10,22.50
1955-06,82.49,18.5,25.4,32.2,19.1,0.58,25.68
1955-07,129.13,21.7,27.3,33.0,22.6,0.08,22.08
1955-08,263.38,21.7,27.4,33.1,22.1,0.49,23.89
1955-09,74.99,20.9,26.5,32.1,21.4,0.43,21.95
1955-10,42.93,12.1,20.2,28.2,12.7,0.83,22.83
1955-11,68.14,8.5,15.1,21.8,8.4,1.04,14.25
1955-12,82.07,6.0,12.3,18.7,7.1,0.57,10.25
1956-01,109.61,3.6,10.7,17.7,4.4,0.60,10.62
1956-02,138.33,7.7,13.9,20.2,8.8,0.31,11.45
1956-03,79.24,9.2,15.7,22.3,9.3,0.66,14.45
1956-04,54.20,12.7,19.2,25.7,12.4,0.99,17.93
1956-05,78.15,18.3,24.8,31.2,18.7,0.45,24.01
1956-06,87.94,19.7,26.1,32.6,20.0,0.68,25.35
1956-07,22.27,21.7,28.7,35.8,21.8,0.31,33.33
1956-08,58.06,21.2,28.3,35.5,21.3,0.51,32.94
1956-09,22.64,17.5,25.8,34.1,17.6,0.75,32.84
1956-10,84.55,13.4,21.5,29.7,14.9,0.20,24.68
1956-11,117.64,6.9,14.5,22.2,7.4,0.52,14.80
1956-12,213.65,7.6,14.3,20.9,9.0,0.18,12.00
1957-01,60.20,7.6,13.0,18.4,8.4,0.52,8.15
1957-02,68.27,10.9,16.6,22.3,11.7,0.37,12.57
1957-03,204.38,9.2,15.6,22.0,9.4,0.58,13.52
1957-04,221.33,15.0,20.4,25.8,15.3,0.68,14.26
1957-05,52.17,18.9,24.3,29.7,18.6,1.00,19.21
1957-06,214.33,21.6,26.7,31.7,21.9,0.47,19.74
1957-07,76.15,22.8,28.8,34.8,22.8,0.74,27.71
1957-08,87.34,21.7,27.9,34.1,21.6,0.91,27.63
1957-09,205.64,18.8,24.3,29.8,19.6,0.32,19.37
1957-10,151.82,12.4,18.8,25.2,13.2,0.45,16.43
1957-11,246.61,10.0,15.6,21.1,11.3,0.37,10.62
1957-12,107.53,5.7,12.5,19.3,7.3,0.23,11.14
1958-01,133.13,2.7,9.2,15.6,2.9,0.52,9.54
1958-02,102.45,3.4,9.0,14.7,2.8,0.76,8.78
1958-03,49.21,7.6,14.1,20.6,7.1,0.80,13.95
1958-04,117.94,13.7,20.0,26.3,13.7,0.61,17.92
1958-05,76.12,17.9,24.1,30.3,18.3,0.50,22.22
1958-06,83.65,21.5,27.9,34.2,21.7,0.73,28.64
1958-07,88.02,22.3,28.8,35.4,22.9,0.25,30.48
1958-08,113.62,21.8,28.2,34.6,22.2,0.62,28.94
1958-09,331.78,21.3,26.0,30.8,22.0,0.17,17.58
1958-10,90.73,14.6,20.1,25.7,14.7,0.85,16.27
1958-11,87.79,9.4,15.8,22.2,10.9,0.27,12.86
1958-12,48.02,3.4,10.1,16.7,4.3,0.42,9.33
1959-01,86.85,2.4,9.1,15.7,3.7,0.39,7.76
1959-02,211.61,7.2,12.6,18.0,7.9,0.36,9.23
1959-03,47.71,7.2,14.7,22.1,7.0,0.77,16.01
1959-04,179.09,13.0,18.8,24.7,13.0,0.57,15.57
1959-05,98.70,19.0,24.8,30.6,19.3,0.46,21.81
1959-06,90.71,21.1,26.9,32.7,21.3,0.72,24.34
1959-07,273.19,21.4,27.2,33.0,22.3,0.00,22.89
1959-08,120.49,22.0,27.5,33.0,22.4,0.28,23.06
1959-09,50.61,20.3,26.0,31.8,20.9,0.37,22.22
1959-10,138.06,15.0,21.1,27.3,15.8,0.47,17.71
1959-11,57.03,5.3,12.7,20.2,6.5,0.43,12.14
1959-12,142.83,5.5,11.6,17.6,7.0,0.24,9.27
1960-01,108.18,4.2,9.6,15.1,5.2,0.24,7.22
1960-02,131.96,2.7,9.1,15.6,3.6,0.38,9.94
1960-03,33.34,6.5,12.7,18.9,6.0,0.63,12.52
1960-04,86.49,14.1,20.6,27.1,13.8,0.55,19.51
1960-05,21.36,15.8,22.6,29.4,15.9,0.76,22.45
1960-06,193.56,20.3,27.2,34.0,20.3,0.90,29.92
1960-07,105.02,21.9,28.2,34.6,22.3,0.40,27.68
1960-08,163.17,22.0,27.3,32.7,22.8,0.28,21.18
1960-09,63.22,18.5,25.4,32.3,19.5,0.01,25.90
1960-10,274.44,15.5,21.6,27.8,17.1,0.21,17.43
1960-11,124.55,10.4,16.3,22.2,11.3,0.52,12.07
1960-12,228.79,4.7,10.0,15.3,5.7,0.28,6.63
1961-01,184.41,2.0,8.1,14.2,2.8,0.38,7.68
1961-02,175.08,6.6,13.2,19.8,8.5,0.23,10.41
1961-03,97.47,11.7,18.0,24.4,11.7,0.85,15.85
1961-04,57.06,11.3,18.2,25.0,11.3,0.77,17.21
1961-05,55.13,16.5,23.1,29.7,17.3,0.58,20.82
1961-06,225.06,19.6,25.2,30.8,20.3,0.08,20.51
1961-07,212.61,21.3,26.9,32.4,22.3,0.19,20.61
1961-08,95.61,20.3,26.4,32.6,21.1,0.37,23.43
1961-09,190.04,19.6,25.1,30.7,20.0,0.68,20.01
1961-10,20.02,12.3,19.7,27.2,13.8,0.23,18.97
1961-11,192.50,8.6,14.7,20.7,10.1,0.43,10.09
1961-12,152.09,5.5,11.8,18.1,7.0,0.34,8.39
1962-01,90.96,1.3,8.0,14.8,2.6,0.43,7.97
1962-02,43.41,9.9,16.5,23.0,11.3,0.51,14.34
1962-03,39.82,6.5,13.5,20.6,6.6,0.53,14.02
1962-04,113.81,12.5,18.9,25.2,13.2,0.15,15.49
1962-05,61.08,17.1,23.7,30.3,18.0,0.10,21.89
1962-06,188.00,20.5,26.2,31.9,21.5,0.00,20.39
1962-07,55.58,21.7,28.4,35.1,22.3,0.24,29.04
1962-08,82.54,22.0,29.6,37.2,21.6,0.70,38.35
1962-09,97.96,19.8,26.3,32.8,20.7,0.25,24.62
1962-10,75.04,15.5,22.4,29.3,16.9,0.12,21.38
1962-11,130.58,7.0,14.0,20.9,8.6,0.16,12.82
1962-12,143.16,4.7,10.7,16.6,6.1,0.12,8.42
1963-01,72.52,0.8,7.2,13.5,2.0,0.35,6.97
1963-02,87.50,2.4,9.9,17.3,2.7,0.41,11.93
1963-03,26.00,9.9,17.4,24.8,10.2,0.56,17.67
1963-04,31.64,16.2,22.2,28.3,16.4,0.54,19.00
1963-05,62.96,17.1,24.1,31.1,17.9,0.03,23.92
